,F104,F116,F121,F115,F70,F130,F1,F71,category,1
0,-0.57322943,0.45327014,-0.08734065,-0.3213848,0.15407492,-0.5368253,1.1980149,-0.8289416,0,0.0007628162782605967
1,-0.57322943,1.4555937,1.7287908,-0.3213848,0.15407492,-0.5368253,-0.62333846,-0.8289416,0,0.008349008687339947
2,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
3,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
4,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
5,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
6,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
7,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
8,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
9,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
10,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
11,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
12,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
13,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
14,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
15,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
16,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
17,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
18,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
19,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
20,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
21,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
22,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
23,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
24,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
25,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
26,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
27,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
28,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
29,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
30,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
31,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
32,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
33,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
34,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
35,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
36,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
37,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
38,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
39,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
40,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
41,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
42,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
43,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
44,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
45,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
46,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
47,2.351365,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.25265446,-0.62333846,2.2545798,0,1.589065096855086e-05
48,-0.4964923,-0.54905343,-0.45056695,-0.3213848,0.6001959,-0.5818768,-0.62333846,-0.8289416,0,1.7580945285399887e-05
49,-0.4964923,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.5818768,-0.62333846,-0.8289416,0,1.7074992503301068e-05
50,-0.4964923,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.5818768,-0.62333846,-0.8289416,0,1.7074992503301068e-05
51,-0.4964923,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.5818768,-0.62333846,-0.8289416,0,1.7074992503301068e-05
52,-0.4964923,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.5818768,-0.62333846,-0.8289416,0,1.7074992503301068e-05
53,-0.4964923,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.5818768,-0.62333846,-0.8289416,0,1.7074992503301068e-05
54,-0.4964923,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.5818768,-0.62333846,-0.8289416,0,1.7074992503301068e-05
