,F62,F67,F34,F69,F68,F101,F103,F104,F105,F108,F109,F23,F22,F79,F112,F113,F116,F117,F118,F120,F110,F121,F123,F114,F115,F77,F88,F70,F41,F40,F42,F45,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F133,F134,F39,F135,F136,F137,F83,F74,F84,F146,F16,F3,F2,F6,F18,F1,F5,F15,F4,F8,F71,category,1
0,-0.32198378,1.1147549,1.0380844,-0.25972196,-0.28150782,1.2703379,-0.23981008,0.09994058,0.6729433,0.35824183,-0.3142887,0.029597672,-0.691031,-0.996885,-0.28087756,-1.0006325,1.4697074,-0.27012277,-0.37421143,-0.18798219,-0.2701228,1.0018771,-0.18798219,-0.33035564,0.35380396,-1.8653866,-1.9993684,-1.8653866,3.8586848,-0.26982015,1.4595125,4.1753283,0.76161027,-0.36287746,-0.25326315,-0.2785469,-0.40074226,0.033893175,-0.33653483,-0.12580732,-0.17428577,-0.122323856,-0.22463416,-0.17204787,-0.6386529,-0.13071524,-0.35170463,-0.22447047,-0.075104825,-0.55039245,-0.49502158,-0.28990114,-0.2896863,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.9532425,1,0.05355141297421622
1,-0.32198378,-0.40547568,1.0380844,-0.25972196,-0.28150782,-0.19953912,-0.4770759,-0.6223153,0.6729433,0.35824183,-0.3142887,0.029597672,-0.691031,-0.996885,-0.50080395,-1.0006325,1.4697074,-0.27012277,-0.37421143,-0.18798219,-0.2701228,1.0018771,-0.18798219,-0.33035564,-0.31939963,0.20701511,0.1420023,0.20701511,3.8586848,-0.25641945,1.4595125,4.1753283,0.76161027,-0.109614834,-0.22112197,-0.22580566,-0.21754532,0.37623906,-0.0018050843,-0.09062382,-0.3457004,-0.053874698,-0.22463416,-0.17204787,-0.6386529,-0.13071524,-0.35170463,-0.22447047,-0.075104825,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,0.16066583,0,0.00932320296385017
2,-0.32198378,-0.40547568,0.43715435,-0.25972196,-0.28150782,-0.15818258,-0.4770759,-0.6223153,0.6729433,0.35824183,-0.3142887,0.029597672,-0.691031,-0.996885,-0.50080395,-1.0006325,1.4697074,-0.27012277,-0.37421143,-0.18798219,-0.2701228,1.0018771,-0.18798219,-0.33035564,-0.31939963,0.59427494,0.48068422,0.59427494,3.8586848,-0.25641945,1.4595125,4.1753283,0.76161027,-0.109614834,-0.22112197,-0.22580566,-0.21754532,0.37623906,-0.0018050843,-0.09062382,-0.3457004,-0.053874698,-0.22463416,-0.17204787,-0.6386529,-0.13071524,-0.35170463,-0.22447047,-0.075104825,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,0.6062291,0,0.007446476681135289
3,-0.32198378,1.1147549,1.0380844,-0.25972196,-0.28150782,1.2812426,-0.23981008,0.09994058,0.6729433,0.35824183,-0.3142887,0.029597672,-0.691031,-0.996885,-0.28087756,-1.0006325,1.4697074,-0.27012277,-0.37421143,-0.18798219,-0.2701228,1.0018771,-0.18798219,-0.33035564,0.35380396,-1.8653866,-1.9993684,-1.8653866,3.8586848,-0.26982015,1.4595125,4.1753283,0.76161027,-0.36287746,-0.25326315,-0.2785469,-0.40074226,0.033893175,-0.33653483,-0.12580732,-0.17428577,-0.122323856,-0.22463416,-0.17204787,-0.6386529,-0.13071524,-0.35170463,-0.22447047,-0.075104825,-0.55039245,-0.49502158,-0.28990114,-0.2896863,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.9532425,0,0.05363457690005505
4,-0.2961138,-0.40547568,-0.76470554,-0.25972196,-0.23828514,10.132349,-0.57836485,1.4998387,0.6729433,0.35824183,-0.88902456,0.4120787,0.9860403,-0.996885,-0.676745,-0.6796911,0.49306235,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.49065202,-0.3004012,-0.6238786,-0.44548059,-0.5445867,-0.19491054,0.03332924,-0.35449424,-0.24223708,-0.17151433,-0.2976988,-0.14691742,-0.67020756,-0.16339336,1.8621305,4.86109,-0.76972425,-0.13071524,1.9864088,0.55001444,-0.025810346,-0.32680726,-0.010732352,0.9697979,0.96864307,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-1.1760241,0,2.676904564682938e-06
5,-0.2961138,-0.40547568,-0.76470554,-0.25972196,-0.7857727,7.837084,-0.57836485,-1.1280407,0.6729433,-2.1859856,-0.88902456,0.4120787,0.9860403,-0.996885,-0.58877444,-0.6796911,0.49306235,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.49065202,-0.3004012,-0.6238786,-0.44548059,-0.5445867,-0.34319383,-0.320224,-0.35449424,-0.43738165,-0.17151433,-0.2625614,-0.14691742,-0.72901666,-0.16339336,-0.9482703,-0.8283624,-0.76972425,-0.13071524,-0.9955315,-0.9086253,-1.1705054,0.75363916,2.3287573,6.9420576,6.932649,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-1.1760241,0,3.9058814561107535e-07
6,-0.2961138,-0.40547568,-0.76470554,-0.25972196,-0.7857727,7.9441123,-0.57836485,-1.1280407,0.6729433,-2.1859856,-0.88902456,0.4120787,0.9860403,-0.996885,-0.58877444,-0.6796911,0.49306235,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.49065202,-0.3004012,-0.6238786,-0.44548059,-0.5445867,-0.34319383,-0.320224,-0.35449424,-0.43738165,-0.17151433,-0.2625614,-0.14691742,-0.72901666,-0.16339336,-0.9482703,-0.8283624,-0.76972425,-0.13071524,-0.9955315,-0.9086253,-1.1705054,0.75363916,2.3287573,6.9420576,6.932649,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-1.1760241,0,3.969247130765042e-07
7,-0.06328367,-0.40547568,-0.76470554,-0.13023545,-0.6993273,-0.5682909,-0.5478394,-0.9441587,0.6729433,0.35824183,0.15097365,0.7945597,0.9860403,-0.35606685,-0.6327597,-0.35874954,-0.4835828,-0.23134618,-0.35604945,-0.18798219,-0.23134615,1.0018771,-0.18798219,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.45504063,-0.3004012,-0.6238786,-0.40432134,1.0885307,-0.51378524,-0.28808278,-0.0422662,-0.4134864,-0.17151433,-0.525167,-0.14691742,-0.4540875,-0.16339336,-0.8185809,-0.6611485,-0.5327876,-0.13071524,-0.8139971,-0.8049353,0.45841724,-0.34748566,-0.05543597,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,0.16066583,0,2.8137221195956573e-05
8,-0.32198378,-0.40547568,-0.76470554,-0.25972196,-0.6993273,-0.58931893,-0.5478394,-0.9441587,0.6729433,0.35824183,-0.36902544,0.029597672,-0.691031,-0.996885,-0.6327597,-1.0006325,1.4697074,-0.08708645,-0.022768103,1.8609667,-0.08708645,0.17816447,1.8609667,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.45504063,-0.3004012,-0.6238786,-0.40432134,1.0885307,-0.51378524,-0.28808278,-0.0422662,-0.4134864,-0.17151433,-0.525167,-0.14691742,-0.4540875,-0.16339336,-0.8185809,-0.6611485,-0.5327876,-0.13071524,-0.8139971,-0.8049353,0.45841724,-0.34748566,-0.05543597,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,0.16066583,0,0.014638632759936121
9,-0.15814038,0.10126782,0.43715435,-0.22735034,-0.6993273,0.9615491,0.47059986,0.42802542,-2.2197585,0.35824183,2.0530756,-0.35288337,-0.691031,-0.35606685,0.46687192,-0.35874954,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,-1.0287789,-0.73389924,-1.0287789,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.19902861,-0.17151433,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8139971,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,0.0001787217232990089
