,F116,F117,F110,F115,F84,F4,category,1
0,1.4697074,-0.27012277,-0.2701228,0.35380396,-0.28990114,-0.4454895,1,0.010950916090716955
1,1.4697074,-0.27012277,-0.2701228,-0.31939963,-0.28990114,-0.4454895,0,0.006674303300402758
2,1.4697074,-0.27012277,-0.2701228,-0.31939963,-0.28990114,-0.4454895,0,0.006674303300402758
3,1.4697074,-0.27012277,-0.2701228,0.35380396,-0.28990114,-0.4454895,0,0.010950916090716955
4,0.49306235,-0.4287542,-0.4287542,-0.31939963,0.9697979,-0.4454895,0,4.188833797116743e-05
5,0.49306235,-0.4287542,-0.4287542,-0.31939963,6.9420576,-0.4454895,0,1.5032351657240145e-08
6,0.49306235,-0.4287542,-0.4287542,-0.31939963,6.9420576,-0.4454895,0,1.5032351657240145e-08
7,-0.4835828,-0.23134618,-0.23134615,-0.31939963,-0.054154027,-0.4454895,0,1.0517917025622494e-05
8,1.4697074,-0.08708645,-0.08708645,-0.31939963,-0.054154027,-0.4454895,0,0.006858711495686572
9,-0.4835828,-0.27358633,-0.27358618,-0.31939963,-0.054154027,-0.4454895,0,9.722922925461218e-06
10,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,1.6189138,0,4.3291571422795884e-05
11,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,1.6189138,0,4.3291571422795884e-05
12,-0.4835828,-0.25792032,-0.25792018,-0.31939963,-0.054154027,-0.4454895,0,1.00105065818755e-05
13,-0.4835828,-0.25792032,-0.25792018,-0.31939963,-0.054154027,-0.4454895,0,1.00105065818755e-05
14,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,5.7477202,0,0.001526778246835849
15,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,3.683317,0,0.0002572285071263862
16,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,1.6189138,0,4.3291571422795884e-05
17,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,1.6189138,0,4.3291571422795884e-05
18,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,1.6189138,0,4.3291571422795884e-05
19,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,3.683317,0,0.0002572285071263862
20,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,3.683317,0,0.0002572285071263862
21,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,3.683317,0,0.0002572285071263862
22,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,1.6189138,0,4.3291571422795884e-05
23,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,-0.4454895,0,7.284676703552511e-06
24,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,-0.4454895,0,7.284676703552511e-06
25,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,-0.4454895,0,7.284676703552511e-06
26,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,1.6189138,0,4.3291571422795884e-05
27,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,1.6189138,0,4.3291571422795884e-05
28,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,1.6189138,0,4.3291571422795884e-05
29,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.054154027,1.6189138,0,4.3291571422795884e-05
30,-0.4835828,-0.20097572,-0.20097569,-0.31939963,-0.054154027,3.683317,0,0.0003929367653166085
31,-0.4835828,-0.20097572,-0.20097569,-0.31939963,-0.054154027,1.6189138,0,6.613874539508364e-05
32,-0.4835828,-0.20097572,-0.20097569,-0.31939963,-0.054154027,-0.4454895,0,1.112938426570521e-05
33,-0.4835828,-0.20097572,-0.20097569,-0.31939963,-0.054154027,-0.4454895,0,1.112938426570521e-05
34,-0.4835828,-0.20097572,-0.20097569,-0.31939963,-0.054154027,-0.4454895,0,1.112938426570521e-05
35,-0.4835828,-0.20097572,-0.20097569,-0.31939963,-0.054154027,1.6189138,0,6.613874539508364e-05
36,-0.4835828,-0.27358633,-0.27358618,-0.31939963,-0.3089514,-0.4454895,0,1.3638745649078212e-05
37,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.3089514,3.683317,0,0.0003607890891894675
38,1.4697074,-0.4287542,-0.4287542,-0.31939963,-0.3089514,-0.4454895,0,0.005103813124323252
39,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.3089514,1.6189138,0,6.072605465060106e-05
40,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.3089514,-0.4454895,0,1.0218526982264674e-05
41,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.3089514,-0.4454895,0,1.0218526982264674e-05
42,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.3089514,1.6189138,0,6.072605465060106e-05
43,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.3089514,-0.4454895,0,1.0218526982264674e-05
44,-0.4835828,-0.23134618,-0.23134615,-0.31939963,-0.3089514,-0.4454895,0,1.4753911991292412e-05
45,-0.4835828,-0.23134618,-0.23134615,-0.31939963,-0.3089514,-0.4454895,0,1.4753911991292412e-05
46,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.3089514,1.6189138,0,6.072605465060106e-05
47,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.3089514,1.6189138,0,6.072605465060106e-05
48,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.3089514,-0.4454895,0,1.0218526982264674e-05
49,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.3089514,-0.4454895,0,1.0218526982264674e-05
50,-0.4835828,-0.27358633,-0.27358618,-0.31939963,-0.3089514,-0.4454895,0,1.3638745649078212e-05
51,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.3089514,-0.4454895,0,1.0218526982264674e-05
52,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.3089514,1.6189138,0,6.072605465060106e-05
53,-0.4835828,-0.4287542,-0.4287542,-0.31939963,-0.263707,-0.4454895,0,9.622533425840517e-06
