,F108,F79,F116,F110,F114,F115,F73,category,1
0,0.04003775,-0.22326696,-1.0179702,-0.043025505,-0.6433665,-0.23474766,0.12364409,0,0.0008078332979657894
1,0.04003775,-0.22326696,-1.0179702,-0.48311114,-0.6433665,-0.23474766,0.12364409,0,0.00045307125192962266
2,0.04003775,4.6640797,1.5166258,2.7067394,3.293025,4.6388946,0.12364409,1,0.9999999995750313
3,0.04003775,4.6640797,1.5166258,2.7067394,3.293025,4.6388946,0.12364409,1,0.9999999995750313
4,0.04003775,-0.22326696,1.5166258,-0.48311114,-0.6433665,-0.21860978,0.12364409,1,0.9836249761743502
5,0.04003775,-0.25606793,0.24932778,-0.88123953,-0.6433665,-0.21860978,0.12364409,0,0.08900242778775319
6,0.04003775,-0.25606793,0.24932778,-0.88123953,-0.6433665,-0.21860978,0.12364409,0,0.08900242778775319
7,0.04003775,4.6640797,1.5166258,2.7067394,3.293025,4.6388946,0.12364409,1,0.9999999995750313
8,0.04003775,-0.22326696,-1.0179702,1.5302528,-0.6433665,-0.23474766,0.12364409,0,0.006357962159736713
9,0.04003775,-0.25606793,0.24932778,-0.09890646,-0.6433665,-0.23474766,0.12364409,0,0.21031283387111208
10,0.04003775,-0.25606793,0.24932778,-0.09890646,-0.6433665,-0.23474766,0.12364409,0,0.21031283387111208
11,0.04003775,-0.25606793,0.24932778,-0.09890646,-0.6433665,-0.23474766,0.12364409,0,0.21031283387111208
12,0.04003775,-0.25606793,0.24932778,-0.09890646,-0.6433665,-0.23474766,0.12364409,0,0.21031283387111208
13,0.04003775,-0.25606793,0.24932778,0.08784404,-0.6433665,-0.23474766,0.12364409,0,0.25398213070277215
14,0.04003775,4.6640797,1.5166258,2.7067394,3.293025,4.6388946,0.12364409,1,0.9999999995750313
15,0.04003775,-0.22326696,-1.0179702,0.97756284,-0.6433665,-0.23474766,0.12364409,0,0.0030841447377538333
16,0.04003775,4.6640797,1.5166258,2.7067394,3.293025,4.6388946,0.12364409,1,0.9999999995750313
17,0.04003775,4.6640797,1.5166258,2.7067394,3.293025,4.6388946,0.12364409,1,0.9999999995750313
18,0.04003775,4.6640797,1.5166258,2.7067394,3.293025,4.6388946,0.12364409,1,0.9999999995750313
19,0.04003775,4.6640797,1.5166258,2.7067394,3.293025,4.6388946,0.12364409,1,0.9999999995750313
20,0.04003775,-0.22326696,-1.0179702,-1.0705136,-0.6433665,-0.23474766,0.12364409,0,0.00020933324692724563
21,0.04003775,-0.25606793,0.24932778,0.22195823,-0.6433665,-0.23474766,0.12364409,0,0.2888160563273091
22,0.04003775,-0.25606793,0.24932778,0.22195823,-0.6433665,-0.23474766,0.12364409,0,0.2888160563273091
23,0.04003775,4.6640797,1.5166258,2.7067394,3.293025,4.6388946,0.12364409,1,0.9999999995750313
24,0.04003775,-0.22326696,-1.0179702,1.0513488,-0.6433665,-0.23474766,0.12364409,0,0.003397297123429649
25,0.04003775,-0.25606793,0.24932778,0.22195823,-0.6433665,-0.23474766,0.12364409,0,0.2888160563273091
