,F67,F68,F108,F79,F111,F112,F113,F116,F117,F110,F114,F115,F61,F77,F88,F70,F41,F43,F127,F128,F38,F133,F134,F136,F83,F73,F17,F2,F71,category,1
0,-0.12918413,-0.3426522,0.04003775,-0.22326696,-0.53941697,-0.6284777,-0.22330233,-1.0179702,-0.31176043,-0.043025505,-0.6433665,-0.23474766,1.9590539,0.856001,0.6721302,0.856001,-0.5196221,-0.21744296,0.0011149374,0.043849878,-0.30042705,-0.35990435,-0.35629988,-0.24204884,-0.7184671,0.12364409,-0.124163374,-0.2481344,0.9189627,0,0.0014091856711636122
1,-0.12918413,-0.3426522,0.04003775,-0.22326696,-0.53941697,-0.6284777,-0.22330233,-1.0179702,-0.5241162,-0.48311114,-0.6433665,-0.23474766,2.013768,0.8933273,0.73479617,0.8933273,-0.5196221,-0.21744296,0.0011149374,0.043849878,-0.30042705,-0.35990435,-0.35629988,-0.24204884,-0.7184671,0.12364409,-0.124163374,-0.2481344,0.9189627,0,0.0008289021678361344
2,0.03077812,1.054989,0.04003775,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,2.7067394,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,0.05236801,-0.08238615,0.09396752,-0.31513354,0.19267786,0.2580861,1.055491,-0.06961164,0.12364409,-0.124163374,-0.2481344,0.9189627,1,0.999999999561535
3,0.03077812,1.054989,0.04003775,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,2.7067394,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,0.05236801,-0.08238615,0.09396752,-0.31513354,0.19267786,0.2580861,1.055491,-0.06961164,0.12364409,-0.124163374,-0.2481344,0.9189627,1,0.999999999561535
4,-0.12918413,-0.3426522,0.04003775,-0.22326696,-0.53941697,-0.39593452,-0.22330233,1.5166258,-0.5241162,-0.48311114,-0.6433665,-0.21860978,-0.4757255,-0.27484745,-0.279159,-0.27484745,-0.5196221,-0.21744296,-0.122567125,-0.2624246,-0.31513354,-0.35990435,-0.35629988,-0.24204884,0.28458205,0.12364409,-0.124163374,-0.2481344,-0.58096445,1,0.9763970571294385
5,-0.12918413,-0.3426522,0.04003775,-0.25606793,-0.53941697,-0.39593452,-0.2561036,0.24932778,-1.3555429,-0.88123953,-0.6433665,-0.21860978,-0.4757255,-0.27484745,-0.279159,-0.27484745,-0.5196221,-0.21744296,-0.122567125,-0.2624246,-0.31513354,-0.35990435,-0.35629988,-0.24204884,0.28458205,0.12364409,-0.124163374,-0.2481344,-0.58096445,0,0.03034654245888168
6,-0.12918413,-0.3426522,0.04003775,-0.25606793,-0.53941697,-0.39593452,-0.2561036,0.24932778,-1.3555429,-0.88123953,-0.6433665,-0.21860978,-0.4757255,-0.27484745,-0.279159,-0.27484745,-0.5196221,-0.21744296,-0.122567125,-0.2624246,-0.31513354,-0.35990435,-0.35629988,-0.24204884,0.28458205,0.12364409,-0.124163374,-0.2481344,-0.58096445,0,0.03034654245888168
7,0.03077812,1.054989,0.04003775,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,2.7067394,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,0.05236801,-0.08238615,0.09396752,-0.31513354,0.19267786,0.2580861,1.055491,-0.06961164,0.12364409,-0.124163374,-0.2481344,0.9189627,1,0.999999999561535
8,-0.44910866,-0.3426522,0.04003775,-0.22326696,-0.53941697,-0.16339132,-0.22330233,-1.0179702,1.6211703,1.5302528,-0.6433665,-0.23474766,0.31762958,0.35708824,0.13998355,0.35708824,-0.5196221,-0.21744296,-0.059575077,-0.2624246,-0.31513354,-0.35990435,-0.35629988,-0.24204884,-0.760011,0.12364409,-0.124163374,-0.2481344,0.9189627,0,0.00556669506149394
9,-0.44910866,-0.3426522,0.04003775,-0.25606793,-0.53941697,-0.16339132,-0.2561036,0.24932778,-0.23521633,-0.09890646,-0.6433665,-0.23474766,0.31762958,0.35708824,0.13998355,0.35708824,-0.5196221,-0.21744296,-0.059575077,-0.2624246,-0.31513354,-0.35990435,-0.35629988,-0.24204884,-0.760011,0.12364409,-0.124163374,-0.2481344,0.9189627,0,0.15671983344482324
