,F25,F62,F65,F64,F67,F66,F102,F104,F107,F108,F94,F95,F23,F22,F79,F111,F112,F113,F116,F117,F118,F120,F122,F114,F115,F61,F77,F70,F40,F43,F42,F44,F46,F127,F128,F35,F132,F133,F134,F135,F136,F83,F74,F73,F3,F2,F6,F18,F14,F1,F5,F9,F4,F8,category,1
0,0.4580252,-0.069962844,-0.7728175,-1.0341388,-0.31527,-1.2447813,-0.56914437,1.6284035,0.79275495,-1.7042791,-0.7824371,-0.69681793,-3.3145893,-0.6948579,-0.30483934,-0.7824373,-0.69681793,-0.30601406,-0.6569131,0.17418268,-0.5619273,1.6755152,-1.6189928,-0.52510834,-0.4044043,-0.36130634,0.4443313,0.4443313,-0.54671913,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-0.0508793,-0.2921276,-0.36910403,-1.143879,-1.0097094,-1.0952266,-1.1425828,-1.1637784,0.17548929,0.4858874,0.040953003,0.1943628,-0.67453617,-0.21152818,-0.098595366,-0.089537024,0.56534547,-0.24996941,-0.071051955,-0.70600045,-0.09417136,0,0.0005751926608365479
1,0.111303955,-0.09041848,-0.6118451,-0.9668807,-0.2264202,-1.1642803,-0.42646405,0.86515903,-0.28360763,0.49416724,-0.77765834,-0.6402355,0.35899574,-0.6948579,1.0974607,-0.7776585,-0.64023554,1.0971867,2.3423522,2.580689,0.033007268,-0.79336905,-0.92758423,5.844184,4.738445,-0.41644275,-0.6100215,-0.6100215,-0.54671913,-0.5366528,-0.95928603,-0.96409965,-0.60919327,-0.23385328,-0.17941621,-0.36910403,-1.0419447,-0.9904764,-1.059889,-1.0512019,-1.0475204,0.17548929,0.4858874,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,1,0.9999995774368111
2,0.111303955,-0.09041848,-0.6118451,-0.9668807,-0.2264202,-1.1642803,-0.42646405,0.86515903,-0.28360763,0.49416724,-0.77765834,-0.6402355,0.35899574,-0.6948579,1.0974607,-0.7776585,-0.64023554,1.0971867,2.3423522,2.580689,0.033007268,-0.79336905,-0.92758423,5.844184,4.738445,-0.36130634,0.15407418,0.15407422,-0.54671913,-0.5366528,-0.95928603,-0.96409965,-0.60919327,-0.23385328,-0.17941621,-0.36910403,-1.0419447,-0.9904764,-1.059889,-1.0512019,-1.0475204,0.17548929,0.4858874,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,1,0.9999994224387848
3,0.111303955,-0.09041848,-0.6118451,-0.9668807,-0.2264202,-1.1642803,-0.42646405,0.86515903,-0.28360763,0.49416724,-0.77765834,-0.6402355,0.35899574,-0.6948579,1.0974607,-0.7776585,-0.64023554,1.0971867,2.3423522,2.580689,0.033007268,-0.79336905,-0.92758423,5.844184,4.738445,-0.41644275,-0.6100215,-0.6100215,-0.54671913,-0.5366528,-0.95928603,-0.96409965,-0.60919327,-0.23385328,-0.17941621,-0.36910403,-1.0419447,-0.9904764,-1.059889,-1.0512019,-1.0475204,0.17548929,0.4858874,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,1,0.9999995774368111
4,0.111303955,-0.09041848,-0.6118451,-0.9668807,-0.2264202,-1.1642803,-0.42646405,0.86515903,-0.28360763,0.49416724,-0.77765834,-0.6402355,0.35899574,-0.6948579,1.0974607,-0.7776585,-0.64023554,1.0971867,2.3423522,2.580689,0.033007268,-0.79336905,-0.92758423,5.844184,4.738445,-0.36130634,0.15407418,0.15407422,-0.54671913,-0.5366528,-0.95928603,-0.96409965,-0.60919327,-0.23385328,-0.17941621,-0.36910403,-1.0419447,-0.9904764,-1.059889,-1.0512019,-1.0475204,0.17548929,0.4858874,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,1,0.9999994224387848
5,0.111303955,-0.09753349,-0.6118451,-0.9668807,-0.2264202,-1.1642803,-0.42646405,0.86515903,-0.28360763,0.49416724,-0.77765834,-0.6402355,0.9241626,0.7807114,-0.30483934,-0.7776585,-0.64023554,-0.30601406,2.3423522,2.0862057,-0.5147649,0.7421534,0.0058171675,5.844184,4.738445,-0.36130634,0.15407418,0.15407422,-0.54671913,-0.5366528,-0.95928603,-0.96409965,-0.60919327,-0.23385328,-0.17941621,-0.36910403,-1.0419447,-0.9904764,-1.059889,-1.0512019,-1.0475204,0.17548929,0.4858874,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,1,0.9999994043776862
6,0.111303955,0.1319254,-0.7498214,-0.9668807,-0.31527,-1.1642803,-0.4869218,-0.42543614,4.9715743,-1.7042791,-0.77765834,-0.6826723,-0.20617115,-0.6948579,0.16259405,-0.7776585,-0.6826724,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,0.0058171675,5.844184,-0.4044043,-0.36130634,0.15407418,0.15407422,-0.54671913,-0.5366528,-0.95928603,-0.96409965,-0.60919327,-0.37108377,-0.2921276,-0.36910403,-1.0419447,-0.9904764,-1.059889,-1.0512019,-1.0475204,0.16896212,0.48255178,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,0,0.0013360516151478413
7,0.111303955,-0.022825938,-0.7498214,-0.9668807,-0.31527,-1.1642803,-0.4869218,-0.42543614,4.9715743,0.49416724,-0.77765834,-0.6826723,0.9241626,0.7807114,0.16259405,-0.7776585,-0.6826724,0.16171953,-0.6569131,0.33444262,-0.5970422,0.7421534,0.0058171675,5.844184,-0.4044043,-0.36130634,0.15407418,0.15407422,-0.54671913,-0.5366528,-0.95928603,-0.96409965,-0.60919327,-0.37108377,-0.2921276,-0.36910403,-1.0419447,-0.9904764,-1.059889,-1.0512019,-1.0475204,0.16896212,0.48255178,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,0,0.01236085071002847
8,0.111303955,-0.095754735,-0.2899004,-0.9668807,0.12897915,-1.1642803,-0.3026466,1.7322657,-0.28360763,0.49416724,-0.77765834,-0.6543811,0.35899574,-0.6948579,-0.30483934,-0.7776585,-0.65438116,-0.30601406,2.3423522,2.580689,0.033007268,-0.79336905,-0.92758423,5.844184,4.738445,-0.3061699,0.15407418,0.15407422,-0.54671913,-0.5366528,-0.95928603,-0.96409965,-0.60919327,-0.11695324,-0.27602598,-0.36910403,-1.0419447,-0.9904764,-1.059889,-1.0512019,-1.0475204,0.16896212,0.48255178,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,1,0.9999951506411274
9,0.111303955,-0.09842286,-0.2899004,-0.9668807,0.12897915,-1.1642803,-0.3026466,1.7322657,-0.28360763,0.49416724,-0.77765834,-0.6543811,0.9241626,0.7807114,-0.30483934,-0.7776585,-0.65438116,-0.30601406,2.3423522,0.33444262,-0.5970422,0.7421534,0.0058171675,5.844184,4.738445,-0.3061699,0.15407418,0.15407422,-0.54671913,-0.5366528,-0.95928603,-0.96409965,-0.60919327,-0.11695324,-0.27602598,-0.36910403,-1.0419447,-0.9904764,-1.059889,-1.0512019,-1.0475204,0.16896212,0.48255178,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,1,0.9999916775424307
10,0.111303955,-0.09842286,-0.2899004,-0.9668807,0.12897915,-1.1642803,-0.3026466,1.7322657,-0.28360763,0.49416724,-0.77765834,-0.6543811,0.07641228,-0.6948579,-0.30483934,-0.7776585,-0.65438116,-0.30601406,2.3423522,0.92339736,-0.5607914,0.7421534,0.0058171675,5.844184,4.738445,-0.3061699,0.15407418,0.15407422,-0.54671913,-0.5366528,-0.95928603,-0.96409965,-0.60919327,-0.11695324,-0.27602598,-0.36910403,-1.0419447,-0.9904764,-1.059889,-1.0512019,-1.0475204,0.16896212,0.48255178,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,1,0.9999933797104801
11,0.111303955,-0.07707785,-0.2899004,-0.9668807,0.12897915,-1.1642803,-0.3026466,1.7322657,1.6791711,0.49416724,-0.77765834,-0.6543811,0.9241626,0.7807114,-0.30483934,-0.7776585,-0.65438116,-0.30601406,2.3423522,0.92339736,-0.5607914,0.7421534,0.0058171675,5.844184,4.738445,-0.3061699,0.15407418,0.15407422,-0.54671913,-0.5366528,-0.95928603,-0.96409965,-0.60919327,-0.11695324,-0.27602598,-0.36910403,-1.0419447,-0.9904764,-1.059889,-1.0512019,-1.0475204,0.16896212,0.48255178,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,1,0.9999957074621149
12,0.111303955,-0.085082226,-0.7728175,-0.9668807,-0.2264202,-1.1642803,-0.5178762,-0.22290015,0.032969583,0.49416724,-0.77765834,-0.69681793,0.35899574,-0.6948579,-0.30483934,-0.7776585,-0.69681793,-0.30601406,2.3423522,0.33444262,-0.5970422,0.7421534,0.0058171675,5.844184,4.738445,-0.25103348,-0.24285862,-0.24285857,0.49312133,-0.5366528,-0.95928603,-0.96409965,-0.60919327,-0.34567073,-0.24382272,-0.2802907,-1.0419447,-0.9904764,-1.059889,-1.0512019,-1.0475204,-0.5881905,-0.2913116,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,1,0.9999994400841721
13,0.7662218,-0.09219723,-0.565853,-1.018184,-0.31527,-1.2359765,-0.5014317,0.97776264,-0.28360763,0.49416724,-0.7815682,-0.6685267,-2.1842554,-2.1704273,0.16259405,-0.78156847,-0.6685267,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,0.0058171675,-0.52510834,-0.4044043,-0.581852,-0.79856455,-0.79856455,-0.54671913,-0.5526732,-0.9415884,-0.93801105,0.70827836,-0.37108377,-0.2921276,-0.36910403,-1.114603,-0.9796873,-1.0920141,-1.1132673,-1.1347347,0.16896212,0.48255178,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,0,0.00019247709974674922
14,0.7662218,-0.09219723,-0.565853,-1.018184,-0.31527,-1.2359765,-0.5014317,0.97776264,-0.28360763,-1.7042791,-0.7815682,-0.6685267,0.64157915,0.7807114,-0.30483934,-0.78156847,-0.6685267,-0.30601406,0.092903145,-0.5716418,-0.6719447,1.0032079,0.731796,-0.52510834,-0.4044043,-0.25103348,0.66016346,0.66016346,-0.54671913,-0.5526732,-0.9415884,-0.93801105,0.70827836,-0.37108377,-0.2921276,-0.36910403,-1.114603,-0.9796873,-1.0920141,-1.1132673,-1.1347347,0.16896212,0.48255178,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,0.56534547,3.6027853,21.14684,-0.70600045,10.618941,0,3.08440818776654e-05
15,0.7662218,-0.09397598,-0.565853,-1.018184,-0.31527,-1.2359765,-0.5014317,0.97776264,-0.030345863,0.49416724,-0.7815682,-0.6685267,0.9241626,0.7807114,-0.30483934,-0.78156847,-0.6685267,-0.30601406,-0.6569131,-0.7125883,-0.68297017,0.7421534,0.0058171675,-0.52510834,-0.4044043,-0.25103348,0.66016346,0.66016346,-0.54671913,-0.5526732,-0.9415884,-0.93801105,0.70827836,-0.37108377,-0.2921276,-0.36910403,-1.114603,-0.9796873,-1.0920141,-1.1132673,-1.1347347,0.16896212,0.48255178,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,0,0.00015434242518216532
16,-0.5350529,-0.0788566,-0.81880957,-1.0408784,-0.2264202,-1.2661643,-0.58026856,2.1679947,0.85607034,0.49416724,-0.7824371,-0.69681793,0.9241626,-0.6948579,-0.30483934,-0.7824373,-0.69681793,-0.30601406,-0.6569131,2.219098,-0.51890874,1.0032079,0.731796,-0.52510834,-0.4044043,-0.63698846,-0.55792403,-0.55792403,-0.54671913,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-0.39649683,-0.2921276,-0.36910403,-1.1429574,-1.0434841,-1.0952266,-1.1462013,-1.1567048,0.932642,1.2630864,0.040953003,1.0977339,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,0,0.001267747984323449
17,0.9502837,-0.100201614,-0.6578372,-1.0161208,-0.13757037,-1.2246561,-0.5415756,1.0524938,-0.28360763,0.49416724,-0.7798305,-0.69681793,0.9241626,0.7807114,-0.7722727,-0.7798307,-0.69681793,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-1.4115702,0.5667702,-0.4044043,0.024648666,1.1265595,1.1265595,-0.445486,-0.5526732,-0.9441166,-0.9563436,-1.2606244,-0.30500984,-0.2921276,-0.34372878,-1.078522,-1.0209676,-0.94423836,-1.0846264,-1.0850525,-0.81337816,-0.52480483,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,0,0.021373698579030865
18,0.9502837,0.01363846,-0.7038293,-1.0161208,0.04012931,-1.2246561,-0.46950996,0.7411354,-0.28360763,0.49416724,-0.7798305,-0.6402355,-2.4668388,-2.1704273,-0.30483934,-0.7798307,-0.64023554,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.6755152,-1.6189928,0.5667702,0.6241654,-0.25103348,-0.024545576,-0.024545545,-0.5429463,-0.5526732,-0.9441166,-0.9563436,-1.2606244,-0.31517506,0.46464887,-0.34372878,-1.078522,-1.0209676,-0.94423836,-1.0846264,-1.0850525,-0.61103565,-0.3146609,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,0,0.002789801087065544
19,0.9502837,-0.05662221,-0.7038293,-1.0161208,0.04012931,-1.2246561,-0.46950996,0.7411354,-0.28360763,0.49416724,-0.7798305,-0.6402355,-2.4668388,-2.1704273,-0.30483934,-0.7798307,-0.64023554,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.6755152,-1.6189928,0.5667702,0.6241654,-0.25103348,-0.024545576,-0.024545545,-0.5429463,-0.5526732,-0.9441166,-0.9563436,-1.2606244,-0.31517506,0.46464887,-0.34372878,-1.078522,-1.0209676,-0.94423836,-1.0846264,-1.0850525,-0.61103565,-0.3146609,0.040953003,-0.7090083,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.70600045,-0.09417136,0,0.002994122461083233
