,F62,F64,F67,F66,F104,F79,F113,F116,F117,F118,F120,F115,F42,F133,F83,F3,F18,F1,F4,category,1
0,-0.069962844,-1.0341388,-0.31527,-1.2447813,1.6284035,-0.30483934,-0.30601406,-0.6569131,0.17418268,-0.5619273,1.6755152,-0.4044043,-0.9618143,-1.0097094,0.17548929,0.1943628,-0.098595366,0.56534547,-0.70600045,0,0.0005791131182552978
1,-0.09041848,-0.9668807,-0.2264202,-1.1642803,0.86515903,1.0974607,1.0971867,2.3423522,2.580689,0.033007268,-0.79336905,4.738445,-0.95928603,-0.9904764,0.17548929,-0.7090083,-0.098595366,-0.7745457,-0.70600045,1,0.9999986669429288
2,-0.09041848,-0.9668807,-0.2264202,-1.1642803,0.86515903,1.0974607,1.0971867,2.3423522,2.580689,0.033007268,-0.79336905,4.738445,-0.95928603,-0.9904764,0.17548929,-0.7090083,-0.098595366,-0.7745457,-0.70600045,1,0.9999986669429288
3,-0.09041848,-0.9668807,-0.2264202,-1.1642803,0.86515903,1.0974607,1.0971867,2.3423522,2.580689,0.033007268,-0.79336905,4.738445,-0.95928603,-0.9904764,0.17548929,-0.7090083,-0.098595366,-0.7745457,-0.70600045,1,0.9999986669429288
4,-0.09041848,-0.9668807,-0.2264202,-1.1642803,0.86515903,1.0974607,1.0971867,2.3423522,2.580689,0.033007268,-0.79336905,4.738445,-0.95928603,-0.9904764,0.17548929,-0.7090083,-0.098595366,-0.7745457,-0.70600045,1,0.9999986669429288
5,-0.09753349,-0.9668807,-0.2264202,-1.1642803,0.86515903,-0.30483934,-0.30601406,2.3423522,2.0862057,-0.5147649,0.7421534,4.738445,-0.95928603,-0.9904764,0.17548929,-0.7090083,-0.098595366,-0.7745457,-0.70600045,1,0.999997577602848
6,0.1319254,-0.9668807,-0.31527,-1.1642803,-0.42543614,0.16259405,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.95928603,-0.9904764,0.16896212,-0.7090083,-0.098595366,-0.7745457,-0.70600045,0,0.00043673412401706564
7,-0.022825938,-0.9668807,-0.31527,-1.1642803,-0.42543614,0.16259405,0.16171953,-0.6569131,0.33444262,-0.5970422,0.7421534,-0.4044043,-0.95928603,-0.9904764,0.16896212,-0.7090083,-0.098595366,-0.7745457,-0.70600045,0,0.0018286884290609293
8,-0.095754735,-0.9668807,0.12897915,-1.1642803,1.7322657,-0.30483934,-0.30601406,2.3423522,2.580689,0.033007268,-0.79336905,4.738445,-0.95928603,-0.9904764,0.16896212,-0.7090083,-0.098595366,-0.7745457,-0.70600045,1,0.9999907817756455
9,-0.09842286,-0.9668807,0.12897915,-1.1642803,1.7322657,-0.30483934,-0.30601406,2.3423522,0.33444262,-0.5970422,0.7421534,4.738445,-0.95928603,-0.9904764,0.16896212,-0.7090083,-0.098595366,-0.7745457,-0.70600045,1,0.999975977704316
10,-0.09842286,-0.9668807,0.12897915,-1.1642803,1.7322657,-0.30483934,-0.30601406,2.3423522,0.92339736,-0.5607914,0.7421534,4.738445,-0.95928603,-0.9904764,0.16896212,-0.7090083,-0.098595366,-0.7745457,-0.70600045,1,0.9999849423155927
11,-0.07707785,-0.9668807,0.12897915,-1.1642803,1.7322657,-0.30483934,-0.30601406,2.3423522,0.92339736,-0.5607914,0.7421534,4.738445,-0.95928603,-0.9904764,0.16896212,-0.7090083,-0.098595366,-0.7745457,-0.70600045,1,0.9999846220435774
12,-0.085082226,-0.9668807,-0.2264202,-1.1642803,-0.22290015,-0.30483934,-0.30601406,2.3423522,0.33444262,-0.5970422,0.7421534,4.738445,-0.95928603,-0.9904764,-0.5881905,-0.7090083,-0.098595366,-0.7745457,-0.70600045,1,0.9999969263620592
13,-0.09219723,-1.018184,-0.31527,-1.2359765,0.97776264,0.16259405,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.9415884,-0.9796873,0.16896212,-0.7090083,-0.098595366,-0.7745457,-0.70600045,0,0.0002195228071028711
14,-0.09219723,-1.018184,-0.31527,-1.2359765,0.97776264,-0.30483934,-0.30601406,0.092903145,-0.5716418,-0.6719447,1.0032079,-0.4044043,-0.9415884,-0.9796873,0.16896212,-0.7090083,-0.098595366,0.56534547,-0.70600045,0,0.002399490040342953
15,-0.09397598,-1.018184,-0.31527,-1.2359765,0.97776264,-0.30483934,-0.30601406,-0.6569131,-0.7125883,-0.68297017,0.7421534,-0.4044043,-0.9415884,-0.9796873,0.16896212,-0.7090083,-0.098595366,-0.7745457,-0.70600045,0,0.00024188959933105675
16,-0.0788566,-1.0408784,-0.2264202,-1.2661643,2.1679947,-0.30483934,-0.30601406,-0.6569131,2.219098,-0.51890874,1.0032079,-0.4044043,-0.9618143,-1.0434841,0.932642,1.0977339,-0.098595366,-0.7745457,-0.70600045,0,0.0027200979750079367
17,-0.100201614,-1.0161208,-0.13757037,-1.2246561,1.0524938,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.9441166,-1.0209676,-0.81337816,-0.7090083,-0.098595366,-0.7745457,-0.70600045,0,0.022664711697760544
